snapshot_date;homeid;servco_id;contract_account;status;activation_date;disconnect_date;active_flag;bandwidth_mbps
2025-01-31 0:00:00;HP52TC0E;101;CAAYXGJN;ACTIVE;2025-01-31 0:00:00;;1;200
2025-01-31 0:00:00;HPMEOF6F;104;CAGBV0G3;ACTIVE;2025-01-31 0:00:00;2025-03-31 0:00:00;1;100
2025-01-31 0:00:00;HPAE07JS;101;;INACTIVE;;;0;200
2025-01-31 0:00:00;HPR9C1JS;105;;INACTIVE;;;0;200
2025-01-31 0:00:00;HPZR9XFA;101;;INACTIVE;;;0;200
2025-01-31 0:00:00;HPPSSGCS;105;;INACTIVE;;;0;20
2025-01-31 0:00:00;HPKO9XKD;101;;INACTIVE;;;0;200
2025-01-31 0:00:00;HPMRH02J;104;CAFBAP7J;ACTIVE;2025-01-31 0:00:00;;1;20
2025-01-31 0:00:00;HP04IGGW;102;CAEJUTEV;ACTIVE;2025-01-31 0:00:00;2025-09-30 0:00:00;1;50
2025-01-31 0:00:00;HPRAHN9B;102;;INACTIVE;;;0;100
2025-01-31 0:00:00;HPHKKDPZ;101;;INACTIVE;;;0;100
2025-01-31 0:00:00;HPVV6AJ8;101;CA0CE1ZR;ACTIVE;2025-01-31 0:00:00;;1;200
2025-01-31 0:00:00;HPM60DF6;105;CAB7KCMY;ACTIVE;2025-01-31 0:00:00;;1;100
2025-01-31 0:00:00;HPUN4TEZ;103;;INACTIVE;;;0;200
2025-01-31 0:00:00;HPLQSH5Z;105;CA3PS93Q;ACTIVE;2025-01-31 0:00:00;2025-03-31 0:00:00;1;50
2025-01-31 0:00:00;HP0VKVR2;105;;INACTIVE;;;0;200
2025-01-31 0:00:00;HP76M9RN;101;;INACTIVE;;;0;20
2025-01-31 0:00:00;HPGRFOB3;102;;INACTIVE;;;0;200
2025-01-31 0:00:00;HP9OEA4L;102;;INACTIVE;;;0;50
2025-01-31 0:00:00;HP9TYMIZ;105;;INACTIVE;;;0;200
2025-01-31 0:00:00;HPDBYUCQ;101;;INACTIVE;;;0;100
2025-01-31 0:00:00;HPGRK1VS;101;CAH9OVRR;ACTIVE;2025-01-31 0:00:00;;1;20
2025-01-31 0:00:00;HPLAF4IN;102;CATBA42B;ACTIVE;2025-01-31 0:00:00;;1;200
2025-01-31 0:00:00;HP3A8O1Y;103;CAUAXMY1;ACTIVE;2025-01-31 0:00:00;;1;20
2025-01-31 0:00:00;HPG3F3CE;103;;INACTIVE;;;0;20
2025-01-31 0:00:00;HPYZCHDU;101;;INACTIVE;;;0;200
2025-01-31 0:00:00;HPBHK0DU;105;;INACTIVE;;;0;100
2025-01-31 0:00:00;HPT4ADRA;102;;INACTIVE;;;0;20
2025-01-31 0:00:00;HPTE36LQ;105;;INACTIVE;;;0;100
2025-01-31 0:00:00;HP7DDEK7;102;;INACTIVE;;;0;200
2025-01-31 0:00:00;HPNC9LG9;102;;INACTIVE;;;0;20
2025-01-31 0:00:00;HP1LO3GC;103;;INACTIVE;;;0;50
2025-01-31 0:00:00;HPBXGWL2;101;;INACTIVE;;;0;200
2025-01-31 0:00:00;HPKDKCOO;101;CASYO3SP;ACTIVE;2025-01-31 0:00:00;;1;20
2025-01-31 0:00:00;HP8NK99T;103;;INACTIVE;;;0;100
2025-01-31 0:00:00;HPCUBX4L;101;;INACTIVE;;;0;20
2025-01-31 0:00:00;HPMPK20A;101;;INACTIVE;;;0;50
2025-01-31 0:00:00;HPCQXX7Y;102;;INACTIVE;;;0;20
2025-01-31 0:00:00;HPOO2L4C;102;;INACTIVE;;;0;50
2025-01-31 0:00:00;HP5WNNG6;105;;INACTIVE;;;0;100
2025-01-31 0:00:00;HP9E66SH;103;;INACTIVE;;;0;100
2025-01-31 0:00:00;HPG3U6CA;101;CAS9P112;ACTIVE;2025-01-31 0:00:00;;1;20
2025-01-31 0:00:00;HPZ7YZUG;102;;INACTIVE;;;0;100
2025-01-31 0:00:00;HPTVQAH3;104;CAQSAFIT;ACTIVE;2025-01-31 0:00:00;;1;100
2025-01-31 0:00:00;HPV116WT;101;CAVA4B7K;ACTIVE;2025-01-31 0:00:00;2025-02-28 0:00:00;1;100
2025-01-31 0:00:00;HPSL7LRH;105;;INACTIVE;;;0;20
2025-01-31 0:00:00;HPLK60KV;105;;INACTIVE;;;0;200
2025-01-31 0:00:00;HPDJEXBK;105;;INACTIVE;;;0;50
2025-01-31 0:00:00;HPD5CRL0;104;;INACTIVE;;;0;50
2025-01-31 0:00:00;HPNOBZ6B;104;CAIRPMRQ;ACTIVE;2025-01-31 0:00:00;;1;100
2025-01-31 0:00:00;HP4PTXPQ;103;CAYKYBIJ;ACTIVE;2025-01-31 0:00:00;;1;50
2025-01-31 0:00:00;HPFSTUDF;103;;INACTIVE;;;0;100
2025-01-31 0:00:00;HPIWETTL;101;;INACTIVE;;;0;200
2025-01-31 0:00:00;HPST37GY;101;CAFPE2HO;ACTIVE;2025-01-31 0:00:00;;1;50
2025-01-31 0:00:00;HPQS66JL;105;CA3J32Q9;ACTIVE;2025-01-31 0:00:00;2025-05-31 0:00:00;1;50
2025-01-31 0:00:00;HPA6DQAD;101;;INACTIVE;;;0;20
2025-01-31 0:00:00;HP4VPLF8;104;;INACTIVE;;;0;20
2025-01-31 0:00:00;HPNFE1DC;103;;INACTIVE;;;0;200
2025-01-31 0:00:00;HPP51N28;102;CANPNOO3;ACTIVE;2025-01-31 0:00:00;2025-03-31 0:00:00;1;200
2025-01-31 0:00:00;HPS8HCKJ;103;CAVGK3IM;ACTIVE;2025-01-31 0:00:00;2025-04-30 0:00:00;1;100
2025-01-31 0:00:00;HPPZEI08;101;;INACTIVE;;;0;100
2025-01-31 0:00:00;HPD643I8;103;;INACTIVE;;;0;200
2025-01-31 0:00:00;HP1NE0P5;103;;INACTIVE;;;0;50
2025-01-31 0:00:00;HPME5LDY;102;;INACTIVE;;;0;20
2025-01-31 0:00:00;HPQ8LP74;101;CAKBU286;ACTIVE;2025-01-31 0:00:00;;1;100
2025-01-31 0:00:00;HPH3VSNA;104;CACS37MG;ACTIVE;2025-01-31 0:00:00;2025-04-30 0:00:00;1;50
2025-01-31 0:00:00;HPJRJ3WF;105;;INACTIVE;;;0;100
2025-01-31 0:00:00;HPA12HQ7;104;;INACTIVE;;;0;100
2025-01-31 0:00:00;HPZU0B0F;104;;INACTIVE;;;0;20
2025-01-31 0:00:00;HP064ROA;101;;INACTIVE;;;0;100
2025-01-31 0:00:00;HPEZL8YC;103;;INACTIVE;;;0;20
2025-01-31 0:00:00;HPBEHP5W;101;CAPQF2F4;ACTIVE;2025-01-31 0:00:00;;1;50
2025-01-31 0:00:00;HP7J5PF7;104;;INACTIVE;;;0;50
2025-01-31 0:00:00;HPU0LVAI;102;;INACTIVE;;;0;50
2025-01-31 0:00:00;HPARN4C0;101;;INACTIVE;;;0;50
2025-01-31 0:00:00;HPG0T6ZT;101;CAS1OORT;ACTIVE;2025-01-31 0:00:00;;1;20
2025-01-31 0:00:00;HPS276VC;104;;INACTIVE;;;0;50
2025-01-31 0:00:00;HP19K7Y8;103;;INACTIVE;;;0;20
2025-01-31 0:00:00;HPJOKRO1;102;;INACTIVE;;;0;100
2025-01-31 0:00:00;HPGXCQLI;105;;INACTIVE;;;0;200
2025-01-31 0:00:00;HP6WK1NJ;101;;INACTIVE;;;0;20
2025-01-31 0:00:00;HP49G8TR;102;;INACTIVE;;;0;200
2025-01-31 0:00:00;HPRGSM7P;101;;INACTIVE;;;0;50
2025-01-31 0:00:00;HPBZIX5M;103;CAI8R0GA;ACTIVE;2025-01-31 0:00:00;;1;50
2025-01-31 0:00:00;HPSXR8W9;105;CADF9596;ACTIVE;2025-01-31 0:00:00;2025-03-31 0:00:00;1;20
2025-01-31 0:00:00;HPSURSEW;102;;INACTIVE;;;0;20
2025-01-31 0:00:00;HP69QWE6;104;CAXCRWQ7;ACTIVE;2025-01-31 0:00:00;;1;100
2025-01-31 0:00:00;HP1T1T53;105;CAGEGSC4;ACTIVE;2025-01-31 0:00:00;;1;50
2025-01-31 0:00:00;HP2QD9HJ;102;;INACTIVE;;;0;200
2025-01-31 0:00:00;HPDC0PB8;101;;INACTIVE;;;0;50
2025-01-31 0:00:00;HPVRGLJ4;102;;INACTIVE;;;0;20
2025-01-31 0:00:00;HP01ZVCA;102;;INACTIVE;;;0;200
2025-01-31 0:00:00;HPB6Z9G6;101;;INACTIVE;;;0;20
2025-01-31 0:00:00;HPI0IWZ3;101;;INACTIVE;;;0;50
2025-01-31 0:00:00;HPTD6IZZ;105;CASTOXVZ;ACTIVE;2025-01-31 0:00:00;2025-09-30 0:00:00;1;20
2025-01-31 0:00:00;HPVF0TOJ;104;CA8IXA4V;ACTIVE;2025-01-31 0:00:00;;1;100
2025-01-31 0:00:00;HP3F2YUN;103;;INACTIVE;;;0;50
2025-01-31 0:00:00;HP5HFCPB;103;;INACTIVE;;;0;200
2025-01-31 0:00:00;HPGZZ3PX;103;;INACTIVE;;;0;50
2025-01-31 0:00:00;HP95OD9L;101;;INACTIVE;;;0;50
2025-01-31 0:00:00;HPI9S703;102;CAN2BKRU;ACTIVE;2025-01-31 0:00:00;;1;20
2025-01-31 0:00:00;HPRGV7VB;103;;INACTIVE;;;0;50
2025-01-31 0:00:00;HPHX0DA8;103;;INACTIVE;;;0;100
2025-01-31 0:00:00;HPXWQ1IZ;103;CANC1136;ACTIVE;2025-01-31 0:00:00;2025-04-30 0:00:00;1;20
2025-01-31 0:00:00;HPN0SBDT;101;;INACTIVE;;;0;200
2025-01-31 0:00:00;HPNN42W4;103;;INACTIVE;;;0;50
2025-01-31 0:00:00;HPOBXGD3;103;;INACTIVE;;;0;50
2025-01-31 0:00:00;HPI9VCAP;102;CA3C4GPR;ACTIVE;2025-01-31 0:00:00;;1;200
2025-01-31 0:00:00;HPRPCS6E;104;;INACTIVE;;;0;100
2025-01-31 0:00:00;HPGAFVKB;102;CAYGDE3S;ACTIVE;2025-01-31 0:00:00;2025-11-30 0:00:00;1;100
2025-01-31 0:00:00;HP383MG5;101;;INACTIVE;;;0;20
2025-01-31 0:00:00;HP2GDSGG;101;;INACTIVE;;;0;200
2025-01-31 0:00:00;HPEDFOX8;101;;INACTIVE;;;0;50
2025-01-31 0:00:00;HP5PVACZ;104;;INACTIVE;;;0;20
2025-01-31 0:00:00;HP9P9IJV;105;CA14F9YK;ACTIVE;2025-01-31 0:00:00;2025-03-31 0:00:00;1;20
2025-01-31 0:00:00;HPCHJ2KM;102;CAO4B943;ACTIVE;2025-01-31 0:00:00;;1;200
2025-01-31 0:00:00;HP0F3CUK;102;CA7T3VLZ;ACTIVE;2025-01-31 0:00:00;;1;200
2025-01-31 0:00:00;HP60GXIP;101;;INACTIVE;;;0;100
2025-01-31 0:00:00;HPUYQXBH;105;;INACTIVE;;;0;20
2025-01-31 0:00:00;HP31VMPB;103;;INACTIVE;;;0;20
2025-01-31 0:00:00;HPUEN8QV;102;;INACTIVE;;;0;100
2025-01-31 0:00:00;HP0BPOV5;102;;INACTIVE;;;0;200
2025-01-31 0:00:00;HPQLKKAE;103;;INACTIVE;;;0;100
2025-01-31 0:00:00;HP135V6O;104;CAX8NGNH;ACTIVE;2025-01-31 0:00:00;;1;200
2025-01-31 0:00:00;HPZIBY5Y;104;;INACTIVE;;;0;200
2025-01-31 0:00:00;HPUJ20W2;103;;INACTIVE;;;0;200
2025-01-31 0:00:00;HPEZ27XD;101;;INACTIVE;;;0;200
2025-01-31 0:00:00;HP3U9WKH;102;;INACTIVE;;;0;100
2025-01-31 0:00:00;HP20M5VH;101;;INACTIVE;;;0;50
2025-01-31 0:00:00;HPT1BS3D;101;;INACTIVE;;;0;200
2025-01-31 0:00:00;HPXHD2T0;103;CACYL8JW;ACTIVE;2025-01-31 0:00:00;;1;20
2025-01-31 0:00:00;HPDNF41B;104;CA8XNJXD;ACTIVE;2025-01-31 0:00:00;;1;200
2025-01-31 0:00:00;HP2J4A8B;102;CAYPZHIN;ACTIVE;2025-01-31 0:00:00;2025-05-31 0:00:00;1;50
2025-01-31 0:00:00;HPN3M2CP;101;;INACTIVE;;;0;50
2025-01-31 0:00:00;HPSSEG47;102;CAM49350;ACTIVE;2025-01-31 0:00:00;;1;100
2025-01-31 0:00:00;HPQACNAF;104;CAEW5Z2M;ACTIVE;2025-01-31 0:00:00;;1;200
2025-01-31 0:00:00;HPL79UEZ;105;;INACTIVE;;;0;50
2025-01-31 0:00:00;HPKGHUTU;102;CA74ZNBX;ACTIVE;2025-01-31 0:00:00;;1;20
2025-01-31 0:00:00;HP91KZKT;102;;INACTIVE;;;0;20
2025-01-31 0:00:00;HP11757W;103;CA8HV123;ACTIVE;2025-01-31 0:00:00;;1;20
2025-01-31 0:00:00;HPHP9S7E;101;CABXT9E2;ACTIVE;2025-01-31 0:00:00;;1;50
2025-01-31 0:00:00;HPS37FW2;105;;INACTIVE;;;0;200
2025-01-31 0:00:00;HP8TFO02;104;;INACTIVE;;;0;100
2025-01-31 0:00:00;HPINS2SS;103;;INACTIVE;;;0;50
2025-01-31 0:00:00;HP938C0A;104;CA3VBQ6J;ACTIVE;2025-01-31 0:00:00;;1;50
2025-01-31 0:00:00;HPJ7YXXA;101;;INACTIVE;;;0;200
2025-01-31 0:00:00;HPY60DPY;104;;INACTIVE;;;0;100
2025-01-31 0:00:00;HPN7ENF1;104;CAZI7XZY;ACTIVE;2025-01-31 0:00:00;;1;100
2025-01-31 0:00:00;HP00VSDM;101;;INACTIVE;;;0;200
2025-01-31 0:00:00;HPRJRY5S;101;;INACTIVE;;;0;50
2025-01-31 0:00:00;HPI96ABJ;105;CAF8KPEG;ACTIVE;2025-01-31 0:00:00;;1;20
2025-01-31 0:00:00;HP7P5EW2;105;;INACTIVE;;;0;200
2025-01-31 0:00:00;HPYYADBX;105;CAVKMQ4W;ACTIVE;2025-01-31 0:00:00;2025-07-31 0:00:00;1;100
2025-01-31 0:00:00;HPPTQR72;105;;INACTIVE;;;0;100
2025-01-31 0:00:00;HPGH58R9;103;;INACTIVE;;;0;100
2025-01-31 0:00:00;HP6FA9H1;104;;INACTIVE;;;0;100
2025-01-31 0:00:00;HPEZNC1N;103;CAYEPRBN;ACTIVE;2025-01-31 0:00:00;;1;200
2025-01-31 0:00:00;HPMQYS5W;105;CAS7XX0L;ACTIVE;2025-01-31 0:00:00;;1;20
2025-01-31 0:00:00;HPTZ667O;101;;INACTIVE;;;0;200
2025-01-31 0:00:00;HPQWLDHG;102;CAW5CFI6;ACTIVE;2025-01-31 0:00:00;;1;100
2025-01-31 0:00:00;HPCGB5GJ;102;CAWUH38P;ACTIVE;2025-01-31 0:00:00;;1;20
2025-01-31 0:00:00;HPQGRDBP;101;;INACTIVE;;;0;20
2025-01-31 0:00:00;HPPZHE4J;102;CAUNOK6K;ACTIVE;2025-01-31 0:00:00;;1;50
2025-01-31 0:00:00;HPNBVSLL;102;;INACTIVE;;;0;200
2025-01-31 0:00:00;HP9IRSJP;103;;INACTIVE;;;0;20
2025-01-31 0:00:00;HPYHX89L;104;;INACTIVE;;;0;20
2025-01-31 0:00:00;HPZJM1JG;104;;INACTIVE;;;0;50
2025-01-31 0:00:00;HPQ9KAAB;105;CA544ILF;ACTIVE;2025-01-31 0:00:00;;1;100
2025-01-31 0:00:00;HPASBWZ3;105;;INACTIVE;;;0;20
2025-01-31 0:00:00;HPR5SE30;103;;INACTIVE;;;0;20
2025-01-31 0:00:00;HPOYEPR5;103;;INACTIVE;;;0;50
2025-01-31 0:00:00;HPOTL83O;101;;INACTIVE;;;0;100
2025-01-31 0:00:00;HPCLBU4P;101;;INACTIVE;;;0;50
2025-01-31 0:00:00;HP1J2JCX;101;;INACTIVE;;;0;50
2025-01-31 0:00:00;HP38L954;101;CAU55LPL;ACTIVE;2025-01-31 0:00:00;2025-02-28 0:00:00;1;200
2025-01-31 0:00:00;HPO7HZL5;104;CACUUZOI;ACTIVE;2025-01-31 0:00:00;;1;200
2025-01-31 0:00:00;HPGM8DXO;104;;INACTIVE;;;0;200
2025-01-31 0:00:00;HP3R0YQE;101;CA77OAY9;ACTIVE;2025-01-31 0:00:00;;1;100
2025-01-31 0:00:00;HPQWR5UW;101;;INACTIVE;;;0;20
2025-01-31 0:00:00;HPILZXCY;101;CACX6F4D;ACTIVE;2025-01-31 0:00:00;;1;20
2025-01-31 0:00:00;HPU0J5YV;101;;INACTIVE;;;0;200
2025-01-31 0:00:00;HP6HRZPS;102;;INACTIVE;;;0;50
